transaction_id,timestamp,hour_of_day,channel,channel_code,txn_type,txn_type_code,merchant_category,merchant_cat_code,amount_usd,amount_log,cross_border,is_cross_bank,is_high_value,is_peak_hour,message_complexity,simulated_network_load_tps,load_z,issuer_host_available
TXN128542,2026-06-19 18:15:39,18,POS,3,BILL_PAYMENT,1,Fuel,5,46.36,3.8577779905757503,False,1,0,1,3,59.0,0.9704664142789322,True
TXN128543,2026-05-25 10:36:32,10,ECOM,1,PURCHASE,3,Grocery,7,191.97,5.262534736408265,False,1,1,1,2,51.6,0.4497952613283208,True
TXN128544,2026-04-11 13:15:14,13,ECOM,1,FUND_TRANSFER,2,Healthcare,8,23.5,3.1986731175506815,False,1,0,0,3,52.1,0.48497574463579457,True
TXN128545,2026-06-08 10:22:07,10,ECOM,1,PURCHASE,3,Transport,10,70.05,4.263383854543109,True,1,0,1,3,45.5,0.020593364977141027,True
TXN128546,2026-01-20 12:25:12,12,ATM,0,PURCHASE,3,Restaurant,9,637.54,6.459184320338868,True,1,1,1,3,51.0,0.4075786813593522,True
TXN128547,2026-06-29 09:23:24,9,ATM,0,PURCHASE,3,Financial Services,4,36.19,3.6160399079369787,False,1,0,1,2,54.4,0.6468059678501736,True
TXN128548,2026-02-06 17:06:44,17,ECOM,1,PURCHASE,3,Financial Services,4,193.45,5.270175060601757,True,1,1,0,3,54.6,0.6608781611731633,True
TXN128549,2026-03-14 10:18:16,10,POS,3,BALANCE_INQUIRY,0,Government/Tax,6,89.57,4.506123032386857,False,1,0,1,1,52.1,0.48497574463579457,True
TXN128550,2026-06-13 13:05:27,13,ATM,0,FUND_TRANSFER,2,Utilities,11,20.16,3.052112606990099,False,1,0,0,3,55.5,0.724203031126616,True
TXN128551,2026-05-10 18:37:23,18,ECOM,1,PURCHASE,3,Grocery,7,19.7,3.0301337002713233,False,1,0,1,2,64.4,1.3504156339996491,True
TXN128552,2026-06-02 07:13:33,7,ATM,0,PURCHASE,3,Entertainment,3,202.0,5.313205979041787,False,1,1,0,2,35.8,-0.6619080111878498,True
TXN128553,2026-05-04 16:21:40,16,ATM,0,PURCHASE,3,Grocery,7,103.63,4.6504303173929555,False,1,0,0,2,46.0,0.05577384828461478,True
TXN128554,2026-04-19 11:15:16,11,ATM,0,FUND_TRANSFER,2,Airtime/Telecom,0,19.88,3.038791763014438,False,1,0,1,3,49.8,0.32314552142141506,True
TXN128555,2026-02-01 13:17:12,13,POS,3,BILL_PAYMENT,1,Financial Services,4,30.87,3.461665128429245,False,1,0,0,3,55.7,0.7382752244496057,True
TXN128556,2026-06-29 17:44:19,17,POS,3,WITHDRAWAL,5,Healthcare,8,33.03,3.5272424885128144,False,1,0,0,2,56.8,0.8156722877260475,True
TXN128557,2026-04-25 21:23:58,21,ECOM,1,WITHDRAWAL,5,Government/Tax,6,68.46,4.240751047315928,True,1,0,0,3,36.3,-0.6267275278803761,True
TXN128558,2026-05-01 19:22:47,19,USSD,4,BALANCE_INQUIRY,0,Airtime/Telecom,0,11.38,2.5160822672564502,False,1,0,1,1,51.2,0.4216508746823419,True
TXN128559,2026-03-19 20:47:25,20,POS,3,WITHDRAWAL,5,Entertainment,3,178.87,5.1922343677398795,False,1,1,0,2,35.4,-0.6900523978338288,True
TXN128560,2026-06-21 04:56:30,4,POS,3,BILL_PAYMENT,1,Healthcare,8,106.52,4.677676876774839,False,1,0,0,3,5.9,-2.7657009129747796,True
TXN128561,2026-03-23 12:42:11,12,MOBILE_APP,2,WITHDRAWAL,5,Utilities,11,3.61,1.5282278570085572,False,1,0,1,2,61.0,1.1111883475088271,True
TXN128562,2026-02-04 18:22:15,18,POS,3,BILL_PAYMENT,1,Education,2,39.21,3.6941157209091826,False,0,0,1,3,64.2,1.3363434406766594,True
TXN128563,2026-02-02 18:14:00,18,ECOM,1,PURCHASE,3,Restaurant,9,48.45,3.900962058068721,False,1,0,1,2,55.7,0.7382752244496057,True
TXN128564,2026-05-06 12:33:21,12,ECOM,1,FUND_TRANSFER,2,Utilities,11,55.28,4.030339232246188,False,1,0,1,3,62.2,1.1956215074467644,True
TXN128565,2026-05-15 10:52:30,10,POS,3,BALANCE_INQUIRY,0,Financial Services,4,3.23,1.4422019930581866,False,0,0,1,1,42.6,-0.1834534382062066,True
TXN128566,2026-02-07 14:13:07,14,MOBILE_APP,2,BALANCE_INQUIRY,0,Transport,10,13.18,2.6518325211039815,False,1,0,0,1,52.0,0.4779396479742997,True
TXN128567,2026-05-06 18:03:30,18,POS,3,WITHDRAWAL,5,Fuel,5,12.52,2.604170070614818,True,1,0,1,3,63.5,1.287090764046196,True
TXN128568,2026-06-29 17:33:12,17,MOBILE_APP,2,WITHDRAWAL,5,Government/Tax,6,37.42,3.6485781573404106,False,1,0,0,2,51.0,0.4075786813593522,True
TXN128569,2026-04-06 09:19:15,9,POS,3,BALANCE_INQUIRY,0,Financial Services,4,15.52,2.804571768092832,False,1,0,1,1,58.5,0.9352859309714584,True
TXN128570,2026-06-24 00:56:26,0,MOBILE_APP,2,FUND_TRANSFER,2,Airtime/Telecom,0,40.62,3.7285808209654885,False,1,0,0,3,11.3,-2.385751693254063,True
TXN128571,2026-01-29 20:05:27,20,ECOM,1,WITHDRAWAL,5,Transport,10,216.67,5.382980154426746,True,1,1,0,3,44.5,-0.04976760163780646,True
TXN128572,2026-03-14 12:18:12,12,POS,3,WITHDRAWAL,5,Entertainment,3,36.7,3.629660094453965,False,1,0,1,2,62.3,1.2026576041082586,True
TXN128573,2026-04-11 19:34:53,19,MOBILE_APP,2,FUND_TRANSFER,2,Grocery,7,14.25,2.7245795030534206,False,1,0,1,3,51.7,0.45683135798981567,True
TXN128574,2026-03-06 19:19:15,19,MOBILE_APP,2,PURCHASE,3,Restaurant,9,69.0,4.248495242049359,False,1,0,1,2,55.5,0.724203031126616,True
TXN128575,2026-01-19 21:53:08,21,MOBILE_APP,2,PURCHASE,3,E-commerce,1,12.64,2.613006652415316,True,1,0,0,3,31.8,-0.9433518776476396,True
TXN128576,2026-03-24 11:50:14,11,MOBILE_APP,2,FUND_TRANSFER,2,E-commerce,1,5.43,1.860974538249528,False,1,0,1,3,54.5,0.6538420645116685,True
TXN128577,2026-03-03 16:04:44,16,ECOM,1,PURCHASE,3,Grocery,7,178.32,5.189171919287238,True,1,1,0,3,50.4,0.36536210139038366,True
TXN128578,2026-02-06 15:48:04,15,POS,3,PURCHASE,3,Healthcare,8,70.2,4.26549281841793,False,0,0,0,2,45.8,0.041701654961625076,True
TXN128579,2026-03-09 08:35:57,8,ECOM,1,PURCHASE,3,Financial Services,4,74.28,4.3212144952771245,False,0,0,0,2,41.8,-0.2397422114981649,True
TXN128580,2026-03-17 12:59:57,12,MOBILE_APP,2,PURCHASE,3,Utilities,11,14.7,2.7536607123542622,False,0,0,1,2,54.9,0.6819864511576473,True
TXN128581,2026-06-09 12:46:54,12,POS,3,PURCHASE,3,Government/Tax,6,6.88,2.064327903869788,False,1,0,1,2,56.5,0.7945639977415635,True
TXN128582,2026-03-30 08:44:41,8,MOBILE_APP,2,FUND_TRANSFER,2,E-commerce,1,22.02,3.1363634032937364,False,0,0,0,3,45.3,0.0065211716541513295,True
TXN128583,2026-03-16 11:34:53,11,ECOM,1,WITHDRAWAL,5,Transport,10,18.29,2.9595868269176377,False,1,0,1,2,51.7,0.45683135798981567,True
TXN128584,2026-03-12 12:42:09,12,MOBILE_APP,2,PURCHASE,3,E-commerce,1,29.46,3.4164143474670157,False,0,0,1,2,53.6,0.5905171945582158,True
TXN128585,2026-04-18 18:52:26,18,POS,3,PURCHASE,3,Airtime/Telecom,0,96.86,4.583537885860977,False,0,0,1,2,61.1,1.118224444170322,True
TXN128586,2026-02-19 19:04:32,19,ATM,0,FUND_TRANSFER,2,Transport,10,68.63,4.2431955089544555,False,1,0,1,3,53.0,0.5483006145892472,True
TXN128587,2026-06-07 17:30:18,17,POS,3,PURCHASE,3,Financial Services,4,20.29,3.058237478905388,False,1,0,0,2,56.3,0.7804918044185738,True
TXN128588,2026-03-17 18:44:32,18,ATM,0,PURCHASE,3,Transport,10,30.88,3.461978853922014,False,1,0,1,2,59.2,0.9845386076019219,True
TXN128589,2026-03-18 06:22:30,6,ECOM,1,PURCHASE,3,Fuel,5,63.89,4.1726935286330775,True,1,0,0,3,20.0,-1.77361128370402,True
TXN128590,2026-01-12 14:28:48,14,ATM,0,PURCHASE,3,Government/Tax,6,151.03,5.024077869792745,False,0,1,0,2,47.5,0.16131529820703602,True
TXN128591,2026-06-09 10:07:37,10,ATM,0,BILL_PAYMENT,1,Healthcare,8,40.75,3.7316994512968646,False,1,0,1,3,50.2,0.35128990806739446,True
TXN128592,2026-03-26 12:03:30,12,ATM,0,BALANCE_INQUIRY,0,Airtime/Telecom,0,74.39,4.32267464022361,False,1,0,1,1,59.0,0.9704664142789322,True
TXN128593,2026-01-25 17:34:19,17,POS,3,PURCHASE,3,Entertainment,3,38.52,3.6768068728796672,False,1,0,0,2,55.0,0.6890225478191422,True
TXN128594,2026-01-31 21:21:13,21,ECOM,1,BALANCE_INQUIRY,0,Airtime/Telecom,0,154.69,5.047866850701583,True,1,1,0,2,29.2,-1.1262903908465032,True
TXN128595,2026-03-07 11:11:25,11,ATM,0,WITHDRAWAL,5,Fuel,5,6.7,2.0412203288596382,False,1,0,1,2,59.0,0.9704664142789322,True
TXN128596,2026-05-21 15:20:42,15,ATM,0,PURCHASE,3,Fuel,5,154.38,5.045873729522275,False,1,1,0,2,42.3,-0.20456172819069116,True
TXN128597,2026-01-18 07:40:52,7,POS,3,BALANCE_INQUIRY,0,E-commerce,1,30.51,3.4503049557691834,False,1,0,0,1,42.6,-0.1834534382062066,True
TXN128598,2026-01-22 17:02:44,17,MOBILE_APP,2,WITHDRAWAL,5,Restaurant,9,39.58,3.7032753343976688,False,1,0,0,2,56.9,0.8227083843875423,True
TXN128599,2026-04-11 09:44:14,9,ECOM,1,PURCHASE,3,Healthcare,8,107.23,4.684258592307055,True,1,0,1,3,49.8,0.32314552142141506,True
TXN128600,2026-03-31 13:10:33,13,ECOM,1,PURCHASE,3,Grocery,7,138.32,4.9367734454978,True,1,1,0,3,57.2,0.8438166743720269,True
TXN128601,2026-06-22 11:23:57,11,USSD,4,PURCHASE,3,Entertainment,3,8.33,2.2332350148592526,True,1,0,1,3,52.3,0.49904793795878377,True
TXN128602,2026-05-16 04:24:33,4,POS,3,FUND_TRANSFER,2,E-commerce,1,103.76,4.651672019639511,False,0,0,0,3,9.6,-2.505365336499474,True
TXN128603,2026-04-29 17:31:11,17,ECOM,1,REVERSAL,4,Fuel,5,34.43,3.5675589188773804,True,1,0,0,5,55.9,0.7523474177725948,True
TXN128604,2026-03-02 15:40:03,15,POS,3,FUND_TRANSFER,2,Airtime/Telecom,0,14.22,2.7226103524335397,False,1,0,0,3,49.3,0.2879650381139413,True
TXN128605,2026-04-23 19:44:12,19,MOBILE_APP,2,WITHDRAWAL,5,Fuel,5,83.61,4.438052462936409,False,1,0,1,2,45.6,0.027629461638635878,True
TXN128606,2026-04-16 21:11:25,21,MOBILE_APP,2,PURCHASE,3,Utilities,11,22.85,3.1717842173343502,False,1,0,0,2,34.0,-0.7885577510947551,True
TXN128607,2026-02-20 12:32:42,12,ECOM,1,BILL_PAYMENT,1,Grocery,7,68.81,4.24577726598231,False,0,0,1,3,61.4,1.139332734154806,True
TXN128608,2026-03-08 18:52:18,18,ATM,0,BALANCE_INQUIRY,0,E-commerce,1,236.65,5.470799003060018,False,0,1,1,1,60.6,1.0830439608628484,True
TXN128609,2026-06-17 10:16:18,10,ATM,0,PURCHASE,3,Financial Services,4,33.5,3.5409593240373143,False,1,0,1,2,50.4,0.36536210139038366,True
TXN128610,2026-04-07 12:45:36,12,ATM,0,WITHDRAWAL,5,Utilities,11,100.34,4.618481200047763,False,1,0,1,2,60.6,1.0830439608628484,True
TXN128611,2026-03-26 19:48:23,19,POS,3,WITHDRAWAL,5,Utilities,11,204.04,5.323205082055815,False,1,1,1,2,54.3,0.6397698711886788,True
TXN128612,2026-05-24 20:40:35,20,MOBILE_APP,2,FUND_TRANSFER,2,Grocery,7,14.12,2.716018370751387,False,0,0,0,3,37.4,-0.5493304646039338,True
TXN128613,2026-02-18 11:51:09,11,POS,3,WITHDRAWAL,5,Entertainment,3,153.17,5.038055889672248,False,1,1,1,2,58.2,0.9141776409869744,True
TXN128614,2026-02-09 18:03:13,18,POS,3,PURCHASE,3,Fuel,5,176.08,5.17660160786394,False,1,1,1,2,58.7,0.9493581242944481,True
TXN128615,2026-06-27 18:33:19,18,ATM,0,BALANCE_INQUIRY,0,Restaurant,9,75.24,4.333886259345946,False,1,0,1,1,64.6,1.3644878273226377,True
TXN128616,2026-05-25 08:08:20,8,POS,3,FUND_TRANSFER,2,Healthcare,8,99.91,4.614229030476437,False,1,0,0,3,46.1,0.06280994494610963,True
TXN128617,2026-03-18 16:04:21,16,ATM,0,PURCHASE,3,Restaurant,9,19.21,3.00617753141553,False,0,0,0,2,48.0,0.19649578151450975,True
TXN128618,2026-06-20 13:12:16,13,MOBILE_APP,2,BALANCE_INQUIRY,0,Healthcare,8,150.86,5.022959043785088,False,1,1,0,1,47.5,0.16131529820703602,True
TXN128619,2026-03-08 05:29:45,5,POS,3,FUND_TRANSFER,2,Entertainment,3,111.02,4.718677426781686,False,0,0,0,3,15.4,-2.097271730132779,True
TXN128620,2026-05-02 14:56:33,14,ATM,0,BALANCE_INQUIRY,0,Education,2,78.09,4.370586444531326,False,1,0,0,1,53.3,0.5694089045737313,True
TXN128621,2026-01-07 22:58:10,22,ATM,0,FUND_TRANSFER,2,Education,2,92.27,4.535498512738772,False,1,0,0,3,20.8,-1.717322510412062,True
TXN128622,2026-05-06 18:54:35,18,POS,3,BALANCE_INQUIRY,0,Restaurant,9,5.95,1.9387416595767009,True,1,0,1,2,58.5,0.9352859309714584,True
TXN128623,2026-02-02 09:47:20,9,POS,3,PURCHASE,3,Fuel,5,26.76,3.3235961356386037,False,1,0,1,2,53.8,0.604589387881205,True
TXN128624,2026-02-13 09:10:53,9,POS,3,WITHDRAWAL,5,Transport,10,20.24,3.055886196373738,False,1,0,1,2,51.6,0.4497952613283208,True
TXN128625,2026-05-26 11:46:30,11,ATM,0,FUND_TRANSFER,2,Grocery,7,40.43,3.7240052560893107,False,1,0,1,3,49.6,0.30907332809842586,True
TXN128626,2026-02-06 01:48:04,1,POS,3,BALANCE_INQUIRY,0,Restaurant,9,17.69,2.9279886214674717,True,1,0,0,2,8.0,-2.6179428830833897,True
TXN128627,2026-03-28 06:34:41,6,MOBILE_APP,2,FUND_TRANSFER,2,E-commerce,1,31.91,3.4937765629552486,False,1,0,0,3,28.0,-1.21072355078444,True
TXN128628,2026-06-15 17:34:26,17,ATM,0,BALANCE_INQUIRY,0,Airtime/Telecom,0,117.15,4.771955003632917,False,1,0,0,1,58.5,0.9352859309714584,True
TXN128629,2026-06-21 14:16:29,14,MOBILE_APP,2,FUND_TRANSFER,2,Entertainment,3,12.89,2.6311691567662523,False,1,0,0,3,51.7,0.45683135798981567,True
TXN128630,2026-03-21 17:45:07,17,MOBILE_APP,2,PURCHASE,3,Transport,10,16.24,2.847232265235547,False,1,0,0,2,52.6,0.5201562279432683,True
TXN128631,2026-01-16 17:12:30,17,ECOM,1,FUND_TRANSFER,2,Government/Tax,6,10.26,2.421256622711544,True,1,0,0,4,58.8,0.9563942209559425,True
TXN128632,2026-02-21 06:13:59,6,POS,3,PURCHASE,3,Restaurant,9,16.94,2.88703285663065,False,1,0,0,2,25.8,-1.3655176773373245,True
TXN128633,2026-04-21 21:26:13,21,MOBILE_APP,2,PURCHASE,3,Financial Services,4,24.03,3.2200751054436827,False,1,0,0,2,31.1,-0.9926045542781028,True
TXN128634,2026-03-02 22:41:58,22,ATM,0,PURCHASE,3,Entertainment,3,114.52,4.749443675144516,False,1,0,0,2,23.1,-1.5554922871976826,True
TXN128635,2026-05-10 02:02:31,2,POS,3,PURCHASE,3,Fuel,5,8.27,2.2267833795777636,False,1,0,0,2,5.2,-2.814953589605243,True
TXN128636,2026-06-28 05:59:44,5,ECOM,1,PURCHASE,3,Utilities,11,56.01,4.043226691043491,False,1,0,0,2,15.8,-2.0691273434867994,True
TXN128637,2026-04-22 19:53:42,19,ECOM,1,FUND_TRANSFER,2,Fuel,5,7.71,2.1644717908644115,False,1,0,1,3,52.6,0.5201562279432683,True
TXN128638,2026-04-23 15:39:55,15,MOBILE_APP,2,WITHDRAWAL,5,Education,2,5.24,1.8309801823813363,False,1,0,0,2,51.1,0.41461477802084706,True
TXN128639,2026-04-06 23:12:15,23,ECOM,1,WITHDRAWAL,5,Financial Services,4,27.75,3.3586377672433594,True,1,0,0,3,15.3,-2.1043078267942734,True
TXN128640,2026-02-03 09:55:21,9,POS,3,PURCHASE,3,Transport,10,73.95,4.316821224548606,True,1,0,1,3,52.5,0.5131201312817735,True
TXN128641,2026-04-15 18:32:50,18,ATM,0,PURCHASE,3,Financial Services,4,44.22,3.811539466849824,False,1,0,1,2,60.3,1.0619356708783638,True
TXN128642,2026-06-17 14:53:17,14,POS,3,PURCHASE,3,Transport,10,30.41,3.447126313550555,False,1,0,0,2,50.0,0.33721771474440476,True
TXN128643,2026-05-05 14:40:28,14,ECOM,1,BALANCE_INQUIRY,0,Financial Services,4,10.96,2.481567748522486,True,1,0,0,2,52.1,0.48497574463579457,True
TXN128644,2026-05-16 09:04:13,9,POS,3,BALANCE_INQUIRY,0,Transport,10,13.96,2.7053799725463312,False,1,0,1,1,47.6,0.16835139486853087,True
TXN128645,2026-06-05 15:19:01,15,MOBILE_APP,2,BILL_PAYMENT,1,Education,2,12.21,2.580974118534234,False,1,0,0,3,47.9,0.1894596848530149,True
TXN128646,2026-03-11 12:58:23,12,POS,3,PURCHASE,3,Fuel,5,20.49,3.067587710654419,False,1,0,1,2,58.2,0.9141776409869744,True
TXN128647,2026-03-02 09:51:57,9,ECOM,1,PURCHASE,3,E-commerce,1,65.57,4.198254025612612,False,0,0,1,2,48.7,0.2457484581449732,True
TXN128648,2026-06-24 19:06:12,19,ECOM,1,PURCHASE,3,Utilities,11,19.23,3.007166651179654,False,0,0,1,2,51.8,0.46386745465131,True
TXN128649,2026-03-24 09:02:06,9,ECOM,1,PURCHASE,3,Grocery,7,174.13,5.165528555284573,False,1,1,1,2,49.3,0.2879650381139413,True
TXN128650,2026-05-13 10:28:56,10,MOBILE_APP,2,WITHDRAWAL,5,Financial Services,4,48.41,3.9001528328576587,False,1,0,1,2,55.4,0.7171669344651211,True
TXN128651,2026-04-25 06:45:29,6,ECOM,1,BALANCE_INQUIRY,0,Entertainment,3,24.15,3.224857896545748,False,0,0,0,1,26.8,-1.2951567107223771,True
TXN128652,2026-01-23 16:31:23,16,POS,3,PURCHASE,3,Airtime/Telecom,0,69.7,4.258445572902527,False,1,0,0,2,49.6,0.30907332809842586,True
TXN128653,2026-02-26 10:27:53,10,ECOM,1,BILL_PAYMENT,1,Airtime/Telecom,0,44.46,3.8168328184243974,False,1,0,1,3,52.2,0.4920118412972894,True
TXN128654,2026-02-28 22:43:21,22,MOBILE_APP,2,WITHDRAWAL,5,Entertainment,3,72.55,4.297965447047447,False,1,0,0,2,18.6,-1.8721166369649465,True
TXN128655,2026-02-02 17:12:55,17,POS,3,FUND_TRANSFER,2,Healthcare,8,32.02,3.497113438491982,True,1,0,0,4,49.5,0.302037231436931,True
TXN128656,2026-05-21 20:37:17,20,ECOM,1,PURCHASE,3,Transport,10,65.39,4.195546442731068,True,1,0,0,3,48.4,0.22464016816048865,True
TXN128657,2026-06-23 08:19:51,8,MOBILE_APP,2,WITHDRAWAL,5,Fuel,5,2.24,1.1755733298042381,False,1,0,0,2,47.1,0.13317091156105712,True
TXN128658,2026-06-23 16:46:14,16,ATM,0,PURCHASE,3,Airtime/Telecom,0,101.26,4.627518589651853,False,1,0,0,2,45.1,-0.007551021668837869,True
TXN128659,2026-02-05 20:08:21,20,ECOM,1,WITHDRAWAL,5,Fuel,5,80.97,4.406353326664939,True,1,0,0,3,40.2,-0.3523197580820805,True
TXN128660,2026-03-22 22:08:18,22,ECOM,1,PURCHASE,3,Airtime/Telecom,0,36.65,3.6283329542459026,True,1,0,0,3,22.2,-1.6188171571511356,True
TXN128661,2026-02-11 16:00:12,16,ATM,0,FUND_TRANSFER,2,Grocery,7,243.18,5.497905658240709,False,0,1,0,3,48.1,0.2035318781760046,True
TXN128662,2026-01-12 21:55:10,21,USSD,4,BILL_PAYMENT,1,Restaurant,9,9.31,2.333114298028869,False,1,0,0,3,29.2,-1.1262903908465032,True
TXN128663,2026-04-22 08:39:47,8,MOBILE_APP,2,PURCHASE,3,Fuel,5,48.06,3.893044038830343,False,1,0,0,2,49.0,0.26685674812945726,True
TXN128664,2026-06-04 03:51:17,3,MOBILE_APP,2,BALANCE_INQUIRY,0,Fuel,5,13.32,2.6616571615324998,False,0,0,0,1,4.8,-2.8430979762512223,True
TXN128665,2026-01-14 13:01:48,13,POS,3,PURCHASE,3,E-commerce,1,76.1,4.345103280569283,False,1,0,0,2,51.0,0.4075786813593522,True
TXN128666,2026-04-26 11:43:04,11,ECOM,1,BALANCE_INQUIRY,0,Education,2,13.3,2.6602595372658615,True,1,0,1,2,50.8,0.39350648803636257,True
TXN128667,2026-01-07 21:58:57,21,MOBILE_APP,2,BALANCE_INQUIRY,0,Grocery,7,40.85,3.7340917969354845,True,1,0,0,2,28.6,-1.1685069708154714,True
TXN128668,2026-06-01 01:21:07,1,POS,3,BALANCE_INQUIRY,0,Airtime/Telecom,0,40.48,3.7252113833613265,False,0,0,0,1,12.7,-2.287246339993137,True
TXN128669,2026-01-12 11:14:23,11,MOBILE_APP,2,PURCHASE,3,Airtime/Telecom,0,29.46,3.4164143474670157,False,1,0,1,2,54.2,0.6327337745271844,True
TXN128670,2026-03-20 11:49:16,11,ECOM,1,BILL_PAYMENT,1,Fuel,5,22.94,3.1755507001298273,False,0,0,1,3,49.8,0.32314552142141506,True
TXN128671,2026-01-23 17:57:20,17,ECOM,1,REVERSAL,4,Financial Services,4,24.45,3.2367157429965316,False,1,0,0,4,52.2,0.4920118412972894,True
TXN128672,2026-03-16 00:54:25,0,ECOM,1,PURCHASE,3,Transport,10,148.86,5.0097015249361645,False,1,1,0,2,15.0,-2.1254161167787573,False
TXN128673,2026-03-19 19:55:59,19,POS,3,BILL_PAYMENT,1,Government/Tax,6,53.78,4.0033251638349325,False,1,0,1,3,55.8,0.7453113211111,True
TXN128674,2026-04-08 21:26:59,21,ECOM,1,BALANCE_INQUIRY,0,Grocery,7,18.63,2.9770590082883697,False,1,0,0,1,37.7,-0.5282221746194492,True
TXN128675,2026-05-30 13:24:28,13,ATM,0,BALANCE_INQUIRY,0,Fuel,5,98.56,4.600760477499391,False,1,0,0,1,55.4,0.7171669344651211,True
TXN128676,2026-06-29 07:51:35,7,POS,3,PURCHASE,3,Government/Tax,6,30.83,3.4604092412940015,False,1,0,0,2,33.5,-0.8237382344022289,True
TXN128677,2026-03-03 04:36:51,4,POS,3,BALANCE_INQUIRY,0,Financial Services,4,46.69,3.864721732310133,False,0,0,0,1,6.5,-2.7234843330058114,True
TXN128678,2026-06-16 10:59:39,10,ECOM,1,WITHDRAWAL,5,Healthcare,8,17.23,2.9030685886905716,True,1,0,1,3,48.4,0.22464016816048865,True
TXN128679,2026-03-18 07:24:30,7,ECOM,1,PURCHASE,3,Restaurant,9,35.82,3.6060411758049318,True,1,0,0,3,36.9,-0.5845109479114076,True
TXN128680,2026-01-22 13:46:07,13,ECOM,1,FUND_TRANSFER,2,Airtime/Telecom,0,20.3,3.0587070727153796,False,1,0,0,3,52.9,0.5412645179277523,True
TXN128681,2026-04-19 12:19:50,12,USSD,4,WITHDRAWAL,5,Utilities,11,3.0,1.3862943611198906,False,1,0,1,2,54.4,0.6468059678501736,True
TXN128682,2026-05-11 08:19:49,8,ECOM,1,PURCHASE,3,Entertainment,3,95.76,4.572233685741827,True,1,0,0,3,44.6,-0.04273150497631162,True
TXN128683,2026-02-24 19:58:05,19,ATM,0,FUND_TRANSFER,2,Transport,10,35.6,3.6000482404073204,False,1,0,1,3,47.1,0.13317091156105712,True
TXN128684,2026-04-17 15:56:05,15,MOBILE_APP,2,FUND_TRANSFER,2,Government/Tax,6,22.27,3.1471649773142003,False,1,0,0,3,44.8,-0.028659311653322417,True
TXN128685,2026-03-19 16:52:06,16,ECOM,1,PURCHASE,3,E-commerce,1,93.84,4.552191261197205,False,1,0,0,2,49.8,0.32314552142141506,True
TXN128686,2026-01-27 17:51:23,17,ECOM,1,PURCHASE,3,Grocery,7,29.75,3.4258899942525267,False,0,0,0,2,57.7,0.8789971576795006,True
TXN128687,2026-03-11 19:17:19,19,POS,3,PURCHASE,3,Grocery,7,8.76,2.278292400425001,False,1,0,1,2,52.0,0.4779396479742997,True
TXN128688,2026-03-18 16:52:32,16,ATM,0,PURCHASE,3,Transport,10,208.67,5.345534866157148,False,1,1,0,2,41.4,-0.2678865981441438,True
TXN128689,2026-03-03 07:17:45,7,ATM,0,PURCHASE,3,Transport,10,79.08,4.383026135006965,False,0,0,0,2,33.2,-0.8448465243867129,True
TXN128690,2026-06-14 12:23:08,12,USSD,4,BALANCE_INQUIRY,0,Entertainment,3,10.96,2.481567748522486,False,1,0,1,1,55.1,0.696058644480637,True
TXN128691,2026-03-11 14:41:26,14,POS,3,PURCHASE,3,Financial Services,4,9.26,2.3282528397426234,False,0,0,0,2,50.7,0.3864703913748682,True
TXN128692,2026-04-23 08:01:35,8,POS,3,PURCHASE,3,Airtime/Telecom,0,37.73,3.6566144935266607,False,1,0,0,2,54.4,0.6468059678501736,True
TXN128693,2026-01-03 21:11:13,21,POS,3,FUND_TRANSFER,2,Grocery,7,13.63,2.683074215032033,False,1,0,0,3,30.3,-1.0488933275700607,True
TXN128694,2026-02-26 09:45:05,9,POS,3,PURCHASE,3,Airtime/Telecom,0,71.36,4.281653660527095,True,1,0,1,3,55.8,0.7453113211111,True
TXN128695,2026-06-09 18:36:17,18,ATM,0,PURCHASE,3,Transport,10,37.85,3.6597080768136565,True,1,0,1,3,64.6,1.3644878273226377,True
TXN128696,2026-06-10 21:40:18,21,ECOM,1,PURCHASE,3,Healthcare,8,70.67,4.272072250005828,False,1,0,0,2,28.9,-1.1473986808309875,True
TXN128697,2026-06-25 10:12:21,10,POS,3,PURCHASE,3,Utilities,11,7.74,2.167910189667444,True,1,0,1,3,49.5,0.302037231436931,True
TXN128698,2026-01-11 13:32:54,13,ECOM,1,BILL_PAYMENT,1,Fuel,5,92.74,4.54052499249456,True,1,0,0,4,55.3,0.7101308378036263,True
TXN128699,2026-06-05 09:22:33,9,MOBILE_APP,2,FUND_TRANSFER,2,Grocery,7,11.21,2.502255288122613,False,0,0,1,3,49.5,0.302037231436931,True
TXN128700,2026-02-18 19:34:37,19,USSD,4,PURCHASE,3,Government/Tax,6,42.53,3.773450355564206,False,1,0,1,2,50.3,0.3583260047288888,True
TXN128701,2026-01-02 18:12:51,18,POS,3,FUND_TRANSFER,2,Education,2,171.82,5.152250590413253,False,1,1,1,3,61.8,1.167477120800785,True
TXN128702,2026-01-17 20:20:37,20,ECOM,1,PURCHASE,3,Fuel,5,24.67,3.245322994883049,False,1,0,0,2,40.1,-0.35935585474357534,True
TXN128703,2026-05-16 05:25:20,5,ATM,0,PURCHASE,3,Transport,10,123.43,4.82374330878754,False,1,0,0,2,15.6,-2.083199536809789,True
TXN128704,2026-04-17 17:48:14,17,POS,3,WITHDRAWAL,5,Entertainment,3,43.06,3.785552341374197,False,0,0,0,2,54.2,0.6327337745271844,True
