transaction_id,timestamp,hour_of_day,txn_type,mti_code,channel,issuer_bank_id,acquirer_bank_id,merchant_category,amount_usd,cross_border,simulated_network_load_tps,issuer_host_available
TXN135758,2026-04-03 10:44:15,10,PURCHASE,0200,ATM,3,3,Entertainment,78.44,False,48.8,True
TXN135759,2026-03-28 17:18:12,17,PURCHASE,0200,ATM,2,5,Healthcare,232.95,False,56.3,True
TXN135760,2026-04-17 17:48:12,17,FUND_TRANSFER,0200,ATM,6,3,Airtime/Telecom,39.14,True,49.9,True
TXN135761,2026-03-19 19:14:41,19,REVERSAL,0420,ATM,5,6,Airtime/Telecom,7.73,True,47.9,True
TXN135762,2026-04-06 14:44:36,14,WITHDRAWAL,0200,ATM,2,2,Airtime/Telecom,176.49,False,48.4,True
TXN135763,2026-02-28 18:19:06,18,REVERSAL,0420,MOBILE_APP,6,2,E-commerce,15.4,False,57.5,True
TXN135764,2026-06-13 13:33:57,13,WITHDRAWAL,0200,MOBILE_APP,2,5,E-commerce,42.05,False,59.2,True
TXN135765,2026-04-07 09:25:43,9,WITHDRAWAL,0200,ECOM,3,3,Healthcare,6.96,False,51.2,True
TXN135766,2026-02-25 12:37:49,12,PURCHASE,0200,MOBILE_APP,2,1,Airtime/Telecom,36.45,False,55.9,True
TXN135767,2026-01-01 08:49:21,8,BILL_PAYMENT,0200,ATM,2,1,Restaurant,402.24,False,49.3,True
TXN135768,2026-05-03 14:37:33,14,PURCHASE,0200,ATM,1,1,E-commerce,48.86,False,49.7,True
TXN135769,2026-03-10 14:03:09,14,FUND_TRANSFER,0200,ECOM,5,2,Utilities,53.55,False,51.7,True
TXN135770,2026-02-14 10:35:35,10,PURCHASE,0200,USSD,1,6,Restaurant,33.61,False,44.8,True
TXN135771,2026-03-28 13:30:40,13,PURCHASE,0200,MOBILE_APP,6,6,Transport,18.49,False,54.4,True
TXN135772,2026-03-29 15:36:08,15,PURCHASE,0200,ATM,4,1,Grocery,34.03,False,47.9,True
TXN135773,2026-05-25 12:15:47,12,PURCHASE,0200,ECOM,6,6,Education,83.68,False,59.1,True
TXN135774,2026-04-08 09:11:08,9,FUND_TRANSFER,0200,MOBILE_APP,1,3,Airtime/Telecom,6.22,False,53.6,True
TXN135775,2026-05-07 21:34:07,21,PURCHASE,0200,POS,2,4,Financial Services,19.31,False,32.0,True
TXN135776,2026-04-27 18:27:00,18,PURCHASE,0200,POS,5,1,Healthcare,8.12,False,64.7,True
TXN135777,2026-06-02 09:36:56,9,FUND_TRANSFER,0200,POS,2,2,Utilities,27.16,False,49.0,True
TXN135778,2026-01-02 13:26:10,13,PURCHASE,0200,MOBILE_APP,1,2,Entertainment,6.38,False,58.4,False
TXN135779,2026-03-09 11:28:41,11,WITHDRAWAL,0200,POS,6,5,E-commerce,64.82,False,56.2,True
TXN135780,2026-05-09 23:32:27,23,PURCHASE,0200,MOBILE_APP,5,5,Airtime/Telecom,56.12,False,14.0,True
TXN135781,2026-01-26 17:07:19,17,PURCHASE,0200,POS,5,2,Education,46.34,False,52.6,True
TXN135782,2026-03-21 16:27:51,16,PURCHASE,0200,ECOM,1,2,Transport,62.2,False,46.2,True
TXN135783,2026-03-14 08:23:14,8,BILL_PAYMENT,0200,POS,3,6,Airtime/Telecom,94.88,False,48.4,True
TXN135784,2026-05-26 08:03:07,8,BILL_PAYMENT,0200,ECOM,3,4,Entertainment,111.64,False,48.9,True
TXN135785,2026-06-23 21:10:11,21,WITHDRAWAL,0200,POS,5,2,Transport,28.61,False,32.7,True
TXN135786,2026-01-20 13:48:39,13,PURCHASE,0200,MOBILE_APP,4,4,Healthcare,133.33,False,55.7,True
TXN135787,2026-02-08 00:46:09,0,PURCHASE,0200,ECOM,5,5,Fuel,65.65,False,13.7,True
TXN135788,2026-05-20 13:23:31,13,FUND_TRANSFER,0200,MOBILE_APP,4,6,Entertainment,25.58,False,56.8,True
TXN135789,2026-02-01 15:41:44,15,PURCHASE,0200,POS,4,6,Financial Services,8.74,False,42.4,True
TXN135790,2026-03-31 10:48:28,10,FUND_TRANSFER,0200,ATM,1,2,Restaurant,28.26,False,53.5,True
TXN135791,2026-06-19 12:44:10,12,BALANCE_INQUIRY,0100,ECOM,2,5,Airtime/Telecom,23.24,True,57.4,True
TXN135792,2026-06-25 10:33:32,10,FUND_TRANSFER,0200,POS,5,6,Transport,168.4,False,49.8,True
TXN135793,2026-06-20 12:15:00,12,PURCHASE,0200,ATM,6,5,Financial Services,80.03,False,60.1,True
TXN135794,2026-01-25 23:31:53,23,FUND_TRANSFER,0200,ECOM,5,6,Utilities,18.67,False,16.8,True
TXN135795,2026-01-27 13:48:13,13,WITHDRAWAL,0200,POS,6,1,Education,18.52,False,54.1,True
TXN135796,2026-02-01 18:48:17,18,PURCHASE,0200,USSD,4,2,Education,5.37,False,63.0,True
TXN135797,2026-05-19 07:14:36,7,PURCHASE,0200,ATM,6,1,Fuel,48.38,False,34.2,True
TXN135798,2026-02-02 18:52:40,18,PURCHASE,0200,POS,4,3,Entertainment,26.87,False,60.6,True
TXN135799,2026-03-19 13:48:41,13,FUND_TRANSFER,0200,POS,6,5,Grocery,54.23,False,59.4,True
TXN135800,2026-05-28 11:14:42,11,PURCHASE,0200,POS,6,6,Transport,2.58,False,50.3,True
TXN135801,2026-03-30 15:13:32,15,PURCHASE,0200,MOBILE_APP,5,3,Education,28.83,False,43.7,True
TXN135802,2026-06-19 11:48:33,11,PURCHASE,0200,POS,1,2,Entertainment,11.21,False,52.5,True
TXN135803,2026-03-31 18:15:32,18,BALANCE_INQUIRY,0100,ATM,4,4,Grocery,42.84,False,59.9,True
TXN135804,2026-03-10 18:56:03,18,REVERSAL,0420,ATM,5,4,Transport,144.26,False,63.8,True
TXN135805,2026-06-24 09:34:06,9,BILL_PAYMENT,0200,POS,1,1,Grocery,51.06,False,46.8,True
TXN135806,2026-04-09 12:42:48,12,WITHDRAWAL,0200,POS,1,2,Grocery,17.09,False,58.9,True
TXN135807,2026-02-03 07:23:48,7,BALANCE_INQUIRY,0100,ATM,4,5,Financial Services,79.06,False,34.2,True
TXN135808,2026-04-25 00:32:44,0,FUND_TRANSFER,0200,POS,6,4,Utilities,22.39,False,15.3,True
TXN135809,2026-05-20 10:48:28,10,REVERSAL,0420,POS,5,2,Healthcare,89.87,False,49.5,True
TXN135810,2026-05-31 14:18:24,14,BILL_PAYMENT,0200,ATM,2,3,Utilities,109.66,False,48.0,True
TXN135811,2026-01-02 18:20:31,18,FUND_TRANSFER,0200,ECOM,6,4,Government/Tax,64.61,True,59.4,True
TXN135812,2026-01-20 21:31:34,21,FUND_TRANSFER,0200,ATM,1,4,Grocery,44.19,False,27.8,True
TXN135813,2026-04-24 12:48:04,12,PURCHASE,0200,ATM,6,4,Financial Services,61.8,False,52.6,True
TXN135814,2026-05-14 00:52:51,0,WITHDRAWAL,0200,ATM,2,3,Fuel,135.68,False,13.5,True
TXN135815,2026-04-28 16:54:28,16,BILL_PAYMENT,0200,ECOM,3,3,Healthcare,40.84,False,43.8,True
TXN135816,2026-03-10 09:15:26,9,FUND_TRANSFER,0200,POS,2,3,Healthcare,57.6,True,52.4,True
TXN135817,2026-05-16 15:36:51,15,WITHDRAWAL,0200,ECOM,3,1,E-commerce,165.69,False,42.6,True
TXN135818,2026-04-15 13:51:43,13,BALANCE_INQUIRY,0100,ECOM,6,4,Grocery,41.69,False,58.2,True
TXN135819,2026-06-16 10:33:43,10,BALANCE_INQUIRY,0100,MOBILE_APP,1,4,Healthcare,9.73,False,51.0,True
TXN135820,2026-03-08 10:29:41,10,WITHDRAWAL,0200,ECOM,4,4,Entertainment,41.66,False,49.8,True
TXN135821,2026-05-16 11:49:16,11,BILL_PAYMENT,0200,ECOM,3,6,Grocery,52.24,False,54.2,True
TXN135822,2026-01-26 08:46:48,8,PURCHASE,0200,USSD,4,5,Transport,2.79,False,42.2,True
TXN135823,2026-05-12 17:34:11,17,PURCHASE,0200,POS,3,3,E-commerce,83.0,False,53.2,True
TXN135824,2026-05-12 12:55:47,12,WITHDRAWAL,0200,MOBILE_APP,3,1,Education,16.19,False,54.3,True
TXN135825,2026-02-15 17:36:58,17,REVERSAL,0420,MOBILE_APP,4,4,Fuel,17.26,False,57.6,True
TXN135826,2026-01-12 15:35:51,15,WITHDRAWAL,0200,MOBILE_APP,6,3,E-commerce,21.89,False,46.5,True
TXN135827,2026-06-28 09:37:53,9,BALANCE_INQUIRY,0100,ECOM,6,3,Healthcare,39.54,True,51.6,True
TXN135828,2026-01-14 11:15:26,11,BALANCE_INQUIRY,0100,POS,4,5,Restaurant,43.01,True,53.8,True
TXN135829,2026-03-26 21:14:15,21,BILL_PAYMENT,0200,ECOM,5,5,Airtime/Telecom,144.16,False,30.0,True
TXN135830,2026-01-01 12:44:55,12,WITHDRAWAL,0200,ECOM,6,4,Fuel,41.77,True,57.2,True
TXN135831,2026-03-17 07:07:53,7,PURCHASE,0200,MOBILE_APP,2,4,Grocery,12.75,True,36.6,True
TXN135832,2026-05-28 16:00:07,16,BILL_PAYMENT,0200,ATM,5,4,Grocery,18.92,False,51.8,True
TXN135833,2026-04-01 11:10:59,11,FUND_TRANSFER,0200,ECOM,1,6,Entertainment,12.44,True,55.4,True
TXN135834,2026-02-13 13:14:18,13,PURCHASE,0200,POS,4,6,Entertainment,23.21,False,56.5,True
TXN135835,2026-03-12 09:35:52,9,BILL_PAYMENT,0200,ATM,6,2,Entertainment,46.06,False,53.1,True
TXN135836,2026-01-17 00:00:34,0,BILL_PAYMENT,0200,ECOM,4,6,Entertainment,14.26,True,14.8,True
TXN135837,2026-04-17 15:13:43,15,BILL_PAYMENT,0200,ECOM,6,1,Entertainment,15.04,False,50.3,True
TXN135838,2026-01-01 12:02:51,12,BALANCE_INQUIRY,0100,MOBILE_APP,1,4,Financial Services,72.66,False,57.9,True
TXN135839,2026-03-04 12:59:12,12,PURCHASE,0200,ECOM,1,5,Government/Tax,23.35,False,59.2,True
TXN135840,2026-01-11 21:42:25,21,PURCHASE,0200,POS,5,4,Entertainment,30.2,True,27.8,True
TXN135841,2026-02-13 10:08:15,10,PURCHASE,0200,MOBILE_APP,1,1,Education,43.8,False,49.8,True
TXN135842,2026-01-13 15:01:10,15,BALANCE_INQUIRY,0100,POS,3,4,Grocery,9.14,False,41.7,True
TXN135843,2026-06-17 19:48:31,19,PURCHASE,0200,USSD,1,1,Transport,1.34,False,51.3,True
TXN135844,2026-05-19 13:32:32,13,WITHDRAWAL,0200,ECOM,1,3,Financial Services,113.56,False,54.4,True
TXN135845,2026-06-17 18:43:32,18,WITHDRAWAL,0200,POS,2,2,Transport,37.15,False,58.8,True
TXN135846,2026-05-03 14:55:12,14,PURCHASE,0200,POS,3,5,E-commerce,5.77,False,53.1,True
TXN135847,2026-03-31 11:57:22,11,BILL_PAYMENT,0200,POS,6,3,Healthcare,196.22,False,56.9,True
TXN135848,2026-02-01 20:26:53,20,REVERSAL,0420,MOBILE_APP,5,2,Healthcare,10.08,False,42.6,True
TXN135849,2026-06-23 11:15:16,11,PURCHASE,0200,MOBILE_APP,1,2,Education,15.78,False,56.9,True
TXN135850,2026-06-15 13:32:46,13,FUND_TRANSFER,0200,ATM,2,6,Healthcare,61.58,False,57.8,True
TXN135851,2026-03-16 16:48:05,16,WITHDRAWAL,0200,MOBILE_APP,2,6,Education,32.1,False,49.2,True
TXN135852,2026-02-10 15:45:54,15,PURCHASE,0200,MOBILE_APP,1,4,Fuel,7.12,False,43.4,True
TXN135853,2026-03-11 14:31:05,14,PURCHASE,0200,POS,5,3,Grocery,35.12,False,52.0,True
TXN135854,2026-03-12 17:20:26,17,PURCHASE,0200,ATM,3,2,Transport,108.03,False,55.2,True
TXN135855,2026-06-15 17:18:39,17,BALANCE_INQUIRY,0100,ECOM,3,2,Financial Services,30.15,False,54.8,True
TXN135856,2026-01-13 14:06:26,14,FUND_TRANSFER,0200,USSD,3,1,Airtime/Telecom,6.32,True,46.8,True
TXN135857,2026-04-24 13:31:34,13,FUND_TRANSFER,0200,ECOM,5,2,E-commerce,28.69,True,60.2,True
TXN135858,2026-05-19 08:47:40,8,PURCHASE,0200,ATM,5,2,E-commerce,102.69,False,49.0,True
TXN135859,2026-05-18 17:33:57,17,FUND_TRANSFER,0200,ECOM,3,6,Airtime/Telecom,53.38,False,57.0,True
TXN135860,2026-02-04 23:24:08,23,BILL_PAYMENT,0200,ATM,5,1,Grocery,64.16,False,20.6,True
TXN135861,2026-03-16 10:07:19,10,BILL_PAYMENT,0200,ECOM,2,5,Grocery,109.9,False,47.6,True
TXN135862,2026-03-03 09:17:26,9,BALANCE_INQUIRY,0100,POS,5,6,Financial Services,75.93,False,55.8,True
TXN135863,2026-03-15 21:41:41,21,PURCHASE,0200,POS,1,1,Fuel,74.08,False,27.1,True
TXN135864,2026-01-16 12:16:30,12,WITHDRAWAL,0200,MOBILE_APP,2,3,Financial Services,75.15,False,59.8,True
TXN135865,2026-01-15 17:11:00,17,PURCHASE,0200,ECOM,1,4,Transport,25.99,True,56.5,False
TXN135866,2026-01-05 13:35:28,13,BALANCE_INQUIRY,0100,ECOM,1,4,Financial Services,27.7,False,55.6,True
TXN135867,2026-06-24 14:29:48,14,PURCHASE,0200,ECOM,5,1,Transport,35.57,False,49.8,False
TXN135868,2026-03-17 11:22:51,11,BALANCE_INQUIRY,0100,POS,2,4,Government/Tax,61.44,True,56.5,True
TXN135869,2026-02-11 18:32:15,18,PURCHASE,0200,POS,3,4,Education,85.01,False,65.3,True
TXN135870,2026-05-24 13:32:40,13,PURCHASE,0200,ATM,1,4,Government/Tax,14.89,False,54.9,True
TXN135871,2026-03-30 13:03:56,13,BALANCE_INQUIRY,0100,ECOM,1,5,Government/Tax,15.35,False,56.9,True
TXN135872,2026-03-07 14:43:08,14,PURCHASE,0200,POS,3,1,Financial Services,11.0,True,42.3,True
TXN135873,2026-01-21 21:23:00,21,BALANCE_INQUIRY,0100,ECOM,5,3,Entertainment,156.64,False,28.2,True
TXN135874,2026-03-11 19:09:21,19,PURCHASE,0200,MOBILE_APP,3,2,Education,87.25,True,49.3,True
TXN135875,2026-04-27 05:38:02,5,FUND_TRANSFER,0200,MOBILE_APP,6,1,Entertainment,158.82,False,14.8,True
TXN135876,2026-04-23 11:53:21,11,FUND_TRANSFER,0200,ATM,1,2,Transport,17.81,False,52.9,True
TXN135877,2026-03-12 08:05:55,8,REVERSAL,0420,ECOM,5,5,Entertainment,54.33,False,44.1,True
TXN135878,2026-04-21 20:07:24,20,PURCHASE,0200,POS,2,6,Entertainment,40.62,False,35.5,True
TXN135879,2026-05-19 09:10:56,9,FUND_TRANSFER,0200,MOBILE_APP,2,4,Utilities,18.14,False,55.2,True
TXN135880,2026-06-17 18:30:32,18,PURCHASE,0200,MOBILE_APP,4,5,Transport,9.6,False,56.8,True
TXN135881,2026-04-06 15:57:08,15,WITHDRAWAL,0200,ECOM,2,3,E-commerce,34.46,False,45.6,True
TXN135882,2026-02-11 18:05:29,18,BALANCE_INQUIRY,0100,ECOM,5,2,Utilities,48.68,False,61.4,True
TXN135883,2026-01-24 16:37:01,16,WITHDRAWAL,0200,ECOM,1,2,Healthcare,52.53,True,48.3,True
TXN135884,2026-01-29 10:16:23,10,BALANCE_INQUIRY,0100,POS,4,5,Education,133.2,False,46.6,True
TXN135885,2026-01-02 13:50:57,13,BALANCE_INQUIRY,0100,POS,5,4,Education,54.5,True,50.9,True
TXN135886,2026-04-11 08:42:35,8,BILL_PAYMENT,0200,POS,2,3,Utilities,50.55,False,45.8,True
TXN135887,2026-02-08 09:27:31,9,PURCHASE,0200,POS,3,2,E-commerce,20.9,False,54.1,True
TXN135888,2026-02-10 07:59:46,7,PURCHASE,0200,MOBILE_APP,1,4,Education,86.41,False,36.7,True
TXN135889,2026-05-11 20:08:40,20,WITHDRAWAL,0200,POS,4,2,Government/Tax,40.74,False,35.7,True
TXN135890,2026-02-27 10:09:16,10,WITHDRAWAL,0200,ATM,4,4,Transport,32.66,False,50.8,True
TXN135891,2026-05-30 07:36:38,7,PURCHASE,0200,MOBILE_APP,1,4,Restaurant,35.2,False,35.1,True
TXN135892,2026-01-25 09:23:30,9,BILL_PAYMENT,0200,MOBILE_APP,1,6,Grocery,5.24,False,54.0,True
TXN135893,2026-03-03 10:04:07,10,BALANCE_INQUIRY,0100,ECOM,3,3,Financial Services,86.81,False,54.3,True
TXN135894,2026-01-10 07:24:55,7,PURCHASE,0200,POS,4,1,Transport,76.15,False,39.8,True
TXN135895,2026-04-07 17:08:21,17,PURCHASE,0200,ECOM,5,4,Utilities,27.1,True,52.2,True
TXN135896,2026-01-23 16:53:23,16,FUND_TRANSFER,0200,ECOM,3,5,Airtime/Telecom,26.75,True,48.2,True
TXN135897,2026-02-13 15:17:09,15,PURCHASE,0200,MOBILE_APP,2,5,Government/Tax,22.16,False,41.9,True
TXN135898,2026-05-13 19:39:34,19,PURCHASE,0200,ATM,4,4,Healthcare,83.4,False,48.4,True
TXN135899,2026-06-08 05:33:46,5,PURCHASE,0200,POS,1,2,E-commerce,94.38,False,13.5,True
TXN135900,2026-04-09 15:34:59,15,PURCHASE,0200,ECOM,1,4,Grocery,50.31,False,48.4,True
TXN135901,2026-06-23 15:02:13,15,PURCHASE,0200,POS,2,2,Government/Tax,35.69,False,42.6,False
TXN135902,2026-05-17 17:57:17,17,WITHDRAWAL,0200,ATM,3,1,Education,696.8,False,47.0,True
TXN135903,2026-05-16 11:23:44,11,BILL_PAYMENT,0200,MOBILE_APP,3,4,Education,71.45,False,54.1,True
TXN135904,2026-06-28 12:09:26,12,PURCHASE,0200,ECOM,2,4,Fuel,194.1,False,58.2,True
TXN135905,2026-01-16 11:35:39,11,PURCHASE,0200,MOBILE_APP,5,1,Financial Services,25.08,False,50.9,True
TXN135906,2026-02-11 12:32:11,12,WITHDRAWAL,0200,POS,4,1,Airtime/Telecom,89.4,False,56.2,True
TXN135907,2026-03-20 16:29:13,16,WITHDRAWAL,0200,POS,6,6,Financial Services,38.57,False,42.0,True
TXN135908,2026-04-22 10:30:34,10,BALANCE_INQUIRY,0100,ECOM,5,2,Healthcare,33.2,False,51.0,True
TXN135909,2026-06-28 19:32:55,19,PURCHASE,0200,ECOM,4,6,Transport,31.41,False,52.4,True
TXN135910,2026-01-18 23:19:19,23,PURCHASE,0200,POS,4,3,Airtime/Telecom,49.81,True,16.5,True
TXN135911,2026-02-11 12:56:14,12,PURCHASE,0200,POS,2,1,Entertainment,31.13,False,57.2,True
TXN135912,2026-02-23 23:30:34,23,PURCHASE,0200,ATM,1,3,Airtime/Telecom,42.52,False,18.7,True
TXN135913,2026-05-01 13:59:32,13,PURCHASE,0200,MOBILE_APP,4,4,Healthcare,74.06,False,50.8,True
TXN135914,2026-06-21 01:32:50,1,PURCHASE,0200,ATM,1,2,Restaurant,27.06,False,10.2,True
TXN135915,2026-06-18 20:50:18,20,PURCHASE,0200,POS,6,3,Financial Services,54.08,False,37.2,True
TXN135916,2026-05-15 11:42:43,11,BALANCE_INQUIRY,0100,POS,5,4,Fuel,128.34,False,50.4,True
TXN135917,2026-05-20 05:36:53,5,PURCHASE,0200,ATM,5,4,Healthcare,122.85,True,21.2,True
TXN135918,2026-03-16 08:49:50,8,WITHDRAWAL,0200,ECOM,4,1,Government/Tax,13.15,True,41.3,True
TXN135919,2026-04-20 17:19:06,17,BALANCE_INQUIRY,0100,MOBILE_APP,4,2,Transport,14.44,False,55.2,True
TXN135920,2026-01-31 09:07:52,9,PURCHASE,0200,POS,6,1,Airtime/Telecom,96.43,False,54.6,True
TXN135921,2026-04-02 17:34:11,17,BILL_PAYMENT,0200,MOBILE_APP,2,4,Education,21.91,True,53.1,True
TXN135922,2026-02-22 19:14:25,19,PURCHASE,0200,ATM,3,3,Grocery,135.04,False,53.1,True
TXN135923,2026-06-17 20:43:54,20,BALANCE_INQUIRY,0100,MOBILE_APP,2,3,Education,25.76,False,41.1,True
TXN135924,2026-03-08 20:18:30,20,WITHDRAWAL,0200,ECOM,3,6,Education,328.23,False,39.3,True
TXN135925,2026-03-13 08:23:50,8,BALANCE_INQUIRY,0100,MOBILE_APP,4,1,E-commerce,248.11,False,48.8,True
TXN135926,2026-03-14 14:33:41,14,WITHDRAWAL,0200,MOBILE_APP,2,1,Transport,28.89,False,52.4,True
TXN135927,2026-06-12 20:30:44,20,FUND_TRANSFER,0200,POS,4,1,Utilities,63.75,False,41.1,True
TXN135928,2026-06-17 09:42:48,9,PURCHASE,0200,POS,2,5,Transport,76.82,False,48.8,True
TXN135929,2026-03-19 23:29:59,23,PURCHASE,0200,ATM,2,4,Education,96.22,True,15.5,True
TXN135930,2026-06-29 17:51:30,17,REVERSAL,0420,POS,4,3,Grocery,151.9,False,51.0,True
TXN135931,2026-05-17 21:46:06,21,WITHDRAWAL,0200,MOBILE_APP,2,1,E-commerce,17.31,False,27.2,True
TXN135932,2026-06-02 10:07:11,10,PURCHASE,0200,ATM,3,5,Entertainment,30.98,False,48.9,True
TXN135933,2026-06-14 09:06:08,9,PURCHASE,0200,ATM,1,6,Government/Tax,37.54,False,52.7,True
TXN135934,2026-03-01 21:36:09,21,PURCHASE,0200,ATM,5,4,Restaurant,156.81,False,29.8,True
TXN135935,2026-04-10 10:50:03,10,PURCHASE,0200,ECOM,4,3,Transport,30.43,False,53.1,True
TXN135936,2026-02-21 20:17:11,20,WITHDRAWAL,0200,POS,2,6,Financial Services,18.82,True,44.2,True
TXN135937,2026-02-25 08:23:27,8,BALANCE_INQUIRY,0100,ECOM,2,4,Transport,47.71,True,46.3,True
TXN135938,2026-03-25 11:12:41,11,WITHDRAWAL,0200,MOBILE_APP,6,3,Entertainment,29.43,False,53.0,True
TXN135939,2026-01-10 16:35:38,16,WITHDRAWAL,0200,ECOM,5,1,E-commerce,25.69,True,50.5,True
TXN135940,2026-02-08 20:30:37,20,BILL_PAYMENT,0200,ECOM,1,5,Financial Services,26.15,False,38.1,True
TXN135941,2026-05-26 13:01:32,13,PURCHASE,0200,MOBILE_APP,3,2,E-commerce,24.82,False,58.6,True
TXN135942,2026-01-30 15:25:10,15,PURCHASE,0200,ECOM,1,3,Grocery,13.0,False,47.9,True
TXN135943,2026-04-22 11:26:00,11,BALANCE_INQUIRY,0100,ATM,4,1,E-commerce,90.89,False,54.4,True
TXN135944,2026-05-18 08:39:31,8,WITHDRAWAL,0200,ECOM,5,3,Grocery,12.25,False,50.3,True
TXN135945,2026-02-17 17:32:51,17,PURCHASE,0200,MOBILE_APP,5,3,Fuel,15.67,True,54.2,True
TXN135946,2026-03-24 17:31:15,17,BILL_PAYMENT,0200,MOBILE_APP,3,1,Healthcare,29.62,False,49.3,True
TXN135947,2026-06-07 19:43:32,19,PURCHASE,0200,POS,2,5,Transport,40.62,False,52.6,True
TXN135948,2026-05-31 08:19:19,8,PURCHASE,0200,ECOM,5,6,Fuel,18.07,False,44.1,True
TXN135949,2026-06-15 05:28:08,5,FUND_TRANSFER,0200,MOBILE_APP,6,1,Airtime/Telecom,56.36,False,12.4,True
TXN135950,2026-04-24 16:18:19,16,PURCHASE,0200,ATM,4,1,Financial Services,29.35,True,45.5,True
TXN135951,2026-06-09 13:33:12,13,PURCHASE,0200,MOBILE_APP,5,3,Financial Services,24.11,True,53.4,True
TXN135952,2026-03-13 16:30:07,16,PURCHASE,0200,ECOM,4,5,Entertainment,54.35,True,49.5,True
TXN135953,2026-04-19 09:39:26,9,WITHDRAWAL,0200,MOBILE_APP,5,2,Government/Tax,93.62,False,48.1,True
TXN135954,2026-05-01 19:46:05,19,REVERSAL,0420,POS,1,1,Fuel,50.31,False,50.3,True
TXN135955,2026-06-25 12:34:29,12,FUND_TRANSFER,0200,MOBILE_APP,6,3,Grocery,28.09,False,53.6,True
TXN135956,2026-03-08 16:24:35,16,BILL_PAYMENT,0200,ECOM,6,4,E-commerce,70.18,True,49.5,True
TXN135957,2026-06-07 08:45:39,8,FUND_TRANSFER,0200,MOBILE_APP,1,5,Entertainment,30.0,False,47.4,True
TXN135958,2026-04-02 04:41:45,4,PURCHASE,0200,POS,3,4,Grocery,18.1,False,4.2,True
TXN135959,2026-01-19 11:46:24,11,PURCHASE,0200,POS,6,5,Grocery,23.39,False,54.9,True
TXN135960,2026-04-28 12:35:22,12,FUND_TRANSFER,0200,POS,3,1,Grocery,27.13,False,56.0,True
TXN135961,2026-06-26 12:28:51,12,PURCHASE,0200,ATM,3,2,Healthcare,194.84,False,61.3,True
TXN135962,2026-03-23 09:44:41,9,PURCHASE,0200,POS,3,4,Financial Services,70.63,False,55.0,True
TXN135963,2026-04-09 13:47:44,13,FUND_TRANSFER,0200,ECOM,2,4,E-commerce,36.98,False,61.5,True
TXN135964,2026-06-16 13:59:54,13,BILL_PAYMENT,0200,ATM,2,6,Utilities,18.29,True,59.4,True
TXN135965,2026-06-15 10:22:40,10,REVERSAL,0420,ECOM,6,4,Grocery,114.14,False,49.8,True
TXN135966,2026-03-14 11:16:19,11,FUND_TRANSFER,0200,ECOM,4,6,Transport,19.22,False,53.3,True
TXN135967,2026-05-17 14:54:53,14,PURCHASE,0200,POS,3,5,Restaurant,20.84,False,42.6,True
TXN135968,2026-04-24 04:06:10,4,WITHDRAWAL,0200,MOBILE_APP,5,4,Entertainment,13.46,True,8.4,True
TXN135969,2026-04-27 03:16:54,3,BALANCE_INQUIRY,0100,MOBILE_APP,5,3,Government/Tax,14.42,True,8.8,True
TXN135970,2026-05-10 12:50:54,12,BALANCE_INQUIRY,0100,POS,6,3,Airtime/Telecom,167.58,False,64.0,True
TXN135971,2026-02-28 05:09:46,5,FUND_TRANSFER,0200,ATM,4,6,Grocery,40.55,True,11.2,True
TXN135972,2026-02-24 18:02:28,18,PURCHASE,0200,POS,1,3,Airtime/Telecom,81.77,False,61.0,True
TXN135973,2026-01-05 15:26:14,15,WITHDRAWAL,0200,MOBILE_APP,1,2,Entertainment,23.23,False,42.0,True
TXN135974,2026-06-04 01:34:48,1,BILL_PAYMENT,0200,ATM,2,5,Utilities,91.7,False,8.9,True
TXN135975,2026-02-19 11:04:12,11,PURCHASE,0200,MOBILE_APP,5,3,Government/Tax,22.92,False,50.7,True
TXN135976,2026-05-02 06:04:51,6,PURCHASE,0200,ECOM,6,3,Restaurant,188.09,False,21.4,True
TXN135977,2026-05-04 20:47:09,20,PURCHASE,0200,ECOM,1,1,Transport,80.86,False,39.3,True
TXN135978,2026-05-07 10:51:18,10,PURCHASE,0200,ATM,6,2,Grocery,28.36,False,49.2,True
TXN135979,2026-06-05 12:40:14,12,WITHDRAWAL,0200,MOBILE_APP,1,4,Education,47.25,False,58.4,True
TXN135980,2026-06-06 18:15:41,18,PURCHASE,0200,ATM,1,5,Airtime/Telecom,61.56,False,59.7,True
TXN135981,2026-01-01 09:57:58,9,FUND_TRANSFER,0200,MOBILE_APP,3,4,E-commerce,22.07,False,49.7,True
TXN135982,2026-06-01 09:48:11,9,WITHDRAWAL,0200,ECOM,5,4,Utilities,88.42,True,49.2,True
TXN135983,2026-02-07 18:21:40,18,FUND_TRANSFER,0200,MOBILE_APP,1,4,Education,51.67,False,61.0,True
TXN135984,2026-04-27 14:25:09,14,WITHDRAWAL,0200,ATM,1,3,Transport,262.67,False,48.3,True
TXN135985,2026-05-02 09:16:18,9,PURCHASE,0200,ECOM,3,6,Education,79.13,False,47.2,True
TXN135986,2026-01-10 08:32:01,8,WITHDRAWAL,0200,POS,4,5,Education,11.44,False,48.1,True
TXN135987,2026-02-21 18:09:33,18,WITHDRAWAL,0200,MOBILE_APP,5,2,Restaurant,16.67,False,61.0,True
TXN135988,2026-06-13 09:43:37,9,FUND_TRANSFER,0200,ECOM,3,6,E-commerce,14.14,False,51.5,True
